region,rajon,title,amount,period,month
Могилевская,Кричевский,Кричевский район,5876.1,7,Август
Брестская область,Жабинковский,Жабинковский район,5874.9,10,Ноябрь
Могилевская область,Всего,Могилевская область,5873.3,9,Октябрь
Витебская область,Всего,Витебская область,5869.9,9,Октябрь
Могилевская,Осиповичский,Осиповичский район,5869.7,8,Сентябрь
Минская область,Слуцкий,Слуцкий район,5869.6,9,Октябрь
Минская,Березинский,Березинский район,5868,7,Август
Витебская,Полоцкий,Полоцкий район,5867.4,3,Апрель
Гродненская,Сморгонский,Сморгонский район,5863,7,Август
Гомельская,Гомельский,Гомельский район,5862.4,4,Май
Гродненская,Кореличский,Кореличский район,5859.9,7,Август
Могилевская,Осиповичский,Осиповичский район,5859.5,7,Август
Гомельская,Жлобинский,Жлобинский район,5858.3,0,Январь
Гродненская область,Сморгонский,Сморгонский район,5858.2,11,Декабрь
Минская,Пуховичский,Пуховичский район,5855.3,2,Март
Могилевская область,Бобруйск,Бобруйск,5855,10,Ноябрь
Минская,Логойский,Логойский район,5853.3,2,Март
Минская область,Столбцовский,Столбцовский район,5851.9,10,Ноябрь
Могилевская,Бобруйск,Бобруйск,5849.9,8,Сентябрь
Гродненская область,Островецкий,Островецкий район,5847.3,10,Ноябрь
Брестская,Пружанский,Пружанский район,5845.1,8,Сентябрь
Витебская,Чашникский,Чашникский район,5842.1,6,Июль
Гомельская,Калинковичский,Калинковичский район,5841.9,5,Июнь
Минская,Крупский,Крупский район,5841.8,7,Август
Брестская,Жабинковский,Жабинковский район,5841.4,5,Июнь
Брестская,Каменецкий,Каменецкий район,5839.6,8,Сентябрь
Брестская,Брестский,Брестский район,5837.7,5,Июнь
Минская область,Слуцкий,Слуцкий район,5836.6,10,Ноябрь
Гродненская,Берестовицкий,Берестовицкий район,5835.1,8,Сентябрь
Могилевская,Всего,Могилевская область,5833.8,4,Май
Брестская,Брестский,Брестский район,5832.6,8,Сентябрь
Брестская область,Кобринский,Кобринский район,5831.6,11,Декабрь
Могилевская область,Круглянский,Круглянский район,5830.5,11,Декабрь
Минская,Червенский,Червенский район,5829.8,6,Июль
Гомельская,Гомельский,Гомельский район,5828.8,2,Март
Могилевская,Могилев,Могилев,5825,0,Январь
Гомельская,Калинковичский,Калинковичский район,5822.1,4,Май
Минская область,Борисовский,Борисовский район,5819.4,9,Октябрь
Минская область,Молодечненский,Молодечненский район,5819.3,10,Ноябрь
Брестская,Барановичи,Барановичи,5817.9,4,Май
Минская,Борисовский,Борисовский район,5815.4,5,Июнь
Гродненская,Щучинский,Щучинский район,5814.8,8,Сентябрь
Гродненская,Островецкий,Островецкий район,5813.7,3,Апрель
Могилевская,Костюковичский,Костюковичский район,5808.8,4,Май
Минская,Слуцкий,Слуцкий район,5806.5,4,Май
Брестская область,Брестский,Брестский район,5804.8,9,Октябрь
Брестская область,Пружанский,Пружанский район,5803.7,9,Октябрь
Минская,Узденский,Узденский район,5800.5,8,Сентябрь
Гродненская,Щучинский,Щучинский район,5798,6,Июль
Брестская,Березовский,Березовский район,5797.3,4,Май
Витебская,Витебский,Витебский район,5794.8,6,Июль
Могилевская,Шкловский,Шкловский район,5794.7,3,Апрель
Брестская область,Пинск,Пинск,5794,9,Октябрь
Гомельская,Калинковичский,Калинковичский район,5793.8,8,Сентябрь
Минская,Слуцкий,Слуцкий район,5793,3,Апрель
Витебская,Витебск,Витебск,5788.6,1,Февраль
Могилевская область,Шкловский,Шкловский район,5783.1,11,Декабрь
Минская,Воложинский,Воложинский район,5781.7,5,Июнь
Витебская,Оршанский,Оршанский район,5780.5,6,Июль
Витебская,Дубровенский,Дубровенский район,5777.2,5,Июнь
Гомельская область,Гомельский,Гомельский район,5776.4,10,Ноябрь
Минская,Молодечненский,Молодечненский район,5776.3,4,Май
Могилевская область,Всего,Могилевская область,5774.4,10,Ноябрь
Брестская область,Ивацевичский,Ивацевичский район,5773.4,11,Декабрь
Могилевская,Кличевский,Кличевский район,5770.6,6,Июль
Брестская,Лунинецкий,Лунинецкий район,5770.4,6,Июль
Витебская область,Всего,Витебская область,5769.8,10,Ноябрь
Брестская,Барановичский,Барановичский район,5767.9,6,Июль
Минская,Слуцкий,Слуцкий район,5766.9,2,Март
Минская область,Узденский,Узденский район,5764.5,11,Декабрь
Витебская,Оршанский,Оршанский район,5763.5,7,Август
Витебская,Толочинский,Толочинский район,5762.1,7,Август
Брестская,Пинск,Пинск,5760,6,Июль
Минская,Узденский,Узденский район,5759.9,3,Апрель
Минская область,Червенский,Червенский район,5759.1,11,Декабрь
Брестская,Кобринский,Кобринский район,5758.5,8,Сентябрь
Брестская,Кобринский,Кобринский район,5757.9,6,Июль
Могилевская,Кричевский,Кричевский район,5757.1,6,Июль
Минская,Жодино,Жодино,5757,1,Февраль
Гродненская область,Берестовицкий,Берестовицкий район,5757,11,Декабрь
Минская,Слуцкий,Слуцкий район,5756,8,Сентябрь
Брестская,Ивацевичский,Ивацевичский район,5755,6,Июль
Гродненская область,Берестовицкий,Берестовицкий район,5754.7,9,Октябрь
Гомельская область,Калинковичский,Калинковичский район,5754,9,Октябрь
Витебская,Витебск,Витебск,5752.7,0,Январь
Минская область,Узденский,Узденский район,5752.6,9,Октябрь
Гродненская,Ошмянский,Ошмянский район,5749.8,8,Сентябрь
Гомельская область,Калинковичский,Калинковичский район,5748.9,10,Ноябрь
Могилевская,Осиповичский,Осиповичский район,5747.8,5,Июнь
Могилевская,Шкловский,Шкловский район,5746.8,8,Сентябрь
Могилевская область,Шкловский,Шкловский район,5745.3,9,Октябрь
Гродненская,Всего,Гродненская область,5738.9,3,Апрель
Минская,Березинский,Березинский район,5732.1,6,Июль
Брестская,Пружанский,Пружанский район,5729.8,5,Июнь
Гродненская,Берестовицкий,Берестовицкий район,5729.1,4,Май
Могилевская,Осиповичский,Осиповичский район,5726,3,Апрель
Витебская,Всего,Витебская область,5724.7,3,Апрель
Могилевская область,Костюковичский,Костюковичский район,5724.7,9,Октябрь
Гродненская,Сморгонский,Сморгонский район,5724.4,6,Июль
Витебская,Верхнедвинский,Верхнедвинский район,5724.3,6,Июль
Могилевская,Всего,Могилевская область,5724,3,Апрель
Гродненская,Лидский,Лидский район,5723.5,6,Июль
Могилевская область,Осиповичский,Осиповичский район,5723.4,9,Октябрь
Минская,Вилейский,Вилейский район,5723.2,8,Сентябрь
Гомельская область,Рогачевский,Рогачевский район,5723,11,Декабрь
Гродненская,Всего,Гродненская область,5722.8,2,Март
Брестская,Каменецкий,Каменецкий район,5722.6,5,Июнь
Витебская,Витебский,Витебский район,5721.3,8,Сентябрь
Витебская,Оршанский,Оршанский район,5720.6,8,Сентябрь
Гродненская,Гродненский,Гродненский район,5718.4,1,Февраль
Гродненская,Ошмянский,Ошмянский район,5718.2,5,Июнь
Витебская,Верхнедвинский,Верхнедвинский район,5716.1,5,Июнь
Брестская область,Пружанский,Пружанский район,5713.3,10,Ноябрь
Гродненская,Островецкий,Островецкий район,5713.2,2,Март
Витебская,Полоцкий,Полоцкий район,5711.5,2,Март
Минская,Мядельский,Мядельский район,5711.2,5,Июнь
Брестская,Барановичи,Барановичи,5710,2,Март
Могилевская,Белыничский,Белыничский район,5705.7,4,Май
Гродненская,Лидский,Лидский район,5702.8,7,Август
Брестская,Всего,Брестская область,5702.6,4,Май
Брестская область,Каменецкий,Каменецкий район,5701.6,9,Октябрь
Гродненская,Лидский,Лидский район,5700.3,8,Сентябрь
Гродненская,Сморгонский,Сморгонский район,5698.9,5,Июнь
Могилевская,Круглянский,Круглянский район,5694.7,5,Июнь
Брестская область,Барановичский,Барановичский район,5694.7,10,Ноябрь
Минская,Несвижский,Несвижский район,5690.7,1,Февраль
Гродненская,Волковысский,Волковысский район,5690.4,3,Апрель
Минская область,Борисовский,Борисовский район,5690.2,10,Ноябрь
Могилевская,Бобруйск,Бобруйск,5688.2,4,Май
Брестская,Ляховичский,Ляховичский район,5683.8,7,Август
Минская,Борисовский,Борисовский район,5681,4,Май
Брестская,Ивацевичский,Ивацевичский район,5679.9,7,Август
Минская,Столбцовский,Столбцовский район,5679.7,3,Апрель
Брестская,Каменецкий,Каменецкий район,5678,4,Май
Минская,Березинский,Березинский район,5677.7,5,Июнь
Гродненская,Берестовицкий,Берестовицкий район,5677,3,Апрель
Гомельская,Рогачевский,Рогачевский район,5676.9,6,Июль
Минская,Вилейский,Вилейский район,5676.7,6,Июль
Минская,Жодино,Жодино,5673.8,0,Январь
Гродненская,Сморгонский,Сморгонский район,5670,8,Сентябрь
Минская,Молодечненский,Молодечненский район,5669.7,3,Апрель
Могилевская,Дрибинский,Дрибинский район,5669.3,7,Август
Брестская,Пинск,Пинск,5668.3,5,Июнь
Брестская,Березовский,Березовский район,5668.2,3,Апрель
Минская,Крупский,Крупский район,5666.3,6,Июль
Витебская,Дубровенский,Дубровенский район,5663.3,6,Июль
Брестская,Каменецкий,Каменецкий район,5660.3,3,Апрель
Могилевская,Осиповичский,Осиповичский район,5660,4,Май
Брестская,Лунинецкий,Лунинецкий район,5659.8,8,Сентябрь
Брестская область,Брестский,Брестский район,5659.5,10,Ноябрь
Минская,Узденский,Узденский район,5658.8,2,Март
Гродненская область,Лидский,Лидский район,5657.5,9,Октябрь
Могилевская,Круглянский,Круглянский район,5656.4,4,Май
Брестская,Кобринский,Кобринский район,5656,7,Август
Брестская,Пинск,Пинск,5651.8,7,Август
Брестская,Пружанский,Пружанский район,5650.7,4,Май
Могилевская,Дрибинский,Дрибинский район,5648.8,6,Июль
Витебская,Чашникский,Чашникский район,5647.2,3,Апрель
Брестская область,Пинск,Пинск,5646.9,10,Ноябрь
Витебская,Верхнедвинский,Верхнедвинский район,5645,8,Сентябрь
Гомельская,Чечерский,Чечерский район,5644.2,8,Сентябрь
Витебская,Оршанский,Оршанский район,5643.8,5,Июнь
Минская,Стародорожский,Стародорожский район,5643.4,6,Июль
Минская область,Вилейский,Вилейский район,5642.4,9,Октябрь
Витебская,Глубокский,Глубокский район,5641.6,7,Август
Могилевская,Круглянский,Круглянский район,5641.1,8,Сентябрь
Гомельская,Ветковский,Ветковский район,5640.8,8,Сентябрь
Минская,Мядельский,Мядельский район,5640.2,6,Июль
Брестская,Лунинецкий,Лунинецкий район,5637.6,7,Август
Гродненская,Волковысский,Волковысский район,5637.2,2,Март
Брестская,Барановичи,Барановичи,5636.9,3,Апрель
Могилевская,Белыничский,Белыничский район,5636.3,3,Апрель
Брестская,Кобринский,Кобринский район,5635.1,5,Июнь
Гродненская,Сморгонский,Сморгонский район,5634.5,4,Май
Витебская,Дубровенский,Дубровенский район,5633.9,4,Май
Минская,Стародорожский,Стародорожский район,5633.9,7,Август
Могилевская,Всего,Могилевская область,5633.5,2,Март
Могилевская,Костюковичский,Костюковичский район,5632.9,2,Март
Могилевская,Кличевский,Кличевский район,5631.8,7,Август
Могилевская,Бобруйск,Бобруйск,5631,3,Апрель
Витебская,Дубровенский,Дубровенский район,5629.2,8,Сентябрь
Могилевская область,Белыничский,Белыничский район,5627,9,Октябрь
Могилевская область,Осиповичский,Осиповичский район,5626,10,Ноябрь
Брестская,Брестский,Брестский район,5625.4,4,Май
Гомельская,Буда-Кошелевский,Буда-Кошелевский район,5625.3,7,Август
Витебская,Чашникский,Чашникский район,5623.5,5,Июнь
Витебская,Чашникский,Чашникский район,5622.9,8,Сентябрь
Витебская,Глубокский,Глубокский район,5621.6,6,Июль
Гродненская,Лидский,Лидский район,5621,5,Июнь
Минская,Воложинский,Воложинский район,5618.5,8,Сентябрь
Минская,Крупский,Крупский район,5615.8,3,Апрель
Витебская область,Оршанский,Оршанский район,5614.9,9,Октябрь
Гродненская,Берестовицкий,Берестовицкий район,5613.8,5,Июнь
Минская,Молодечненский,Молодечненский район,5612.7,2,Март
Гродненская,Гродненский,Гродненский район,5610.4,0,Январь
Брестская область,Барановичский,Барановичский район,5605.3,9,Октябрь
Брестская область,Кобринский,Кобринский район,5604.8,9,Октябрь
Гродненская,Ошмянский,Ошмянский район,5604.6,4,Май
Брестская область,Каменецкий,Каменецкий район,5604.4,10,Ноябрь
Минская,Клецкий,Клецкий район,5603,7,Август
Брестская,Ивановский,Ивановский район,5602.3,6,Июль
Витебская область,Верхнедвинский,Верхнедвинский район,5600.3,9,Октябрь
Брестская область,Лунинецкий,Лунинецкий район,5600.2,9,Октябрь
Витебская,Витебский,Витебский район,5599.2,5,Июнь
Брестская,Ивацевичский,Ивацевичский район,5597.9,8,Сентябрь
Брестская,Всего,Брестская область,5597.5,3,Апрель
Витебская,Витебский,Витебский район,5595.8,4,Май
Витебская область,Витебский,Витебский район,5595.2,11,Декабрь
Гродненская,Лидский,Лидский район,5594.6,4,Май
Гомельская,Всего,Гомельская область,5590.7,1,Февраль
Брестская область,Лунинецкий,Лунинецкий район,5589.9,10,Ноябрь
Брестская,Пинск,Пинск,5586.7,8,Сентябрь
Брестская,Березовский,Березовский район,5583.9,2,Март
Могилевская,Бобруйск,Бобруйск,5582.3,2,Март
Могилевская область,Шкловский,Шкловский район,5582.3,10,Ноябрь
Гомельская,Лельчицкий,Лельчицкий район,5580.8,6,Июль
Гомельская,Ветковский,Ветковский район,5580.6,7,Август
Гомельская,Чечерский,Чечерский район,5578.2,6,Июль
Брестская,Ивацевичский,Ивацевичский район,5577.9,5,Июнь
Минская,Копыльский,Копыльский район,5577.1,6,Июль
Минская,Воложинский,Воложинский район,5576.9,4,Май
Гродненская,Щучинский,Щучинский район,5576.1,5,Июнь
Минская область,Вилейский,Вилейский район,5574.9,11,Декабрь
Брестская,Жабинковский,Жабинковский район,5573.1,3,Апрель
Витебская,Всего,Витебская область,5572.2,2,Март
Гродненская область,Ошмянский,Ошмянский район,5571.9,9,Октябрь
Минская,Червенский,Червенский район,5568.1,4,Май
Могилевская,Кричевский,Кричевский район,5566.6,5,Июнь
Гомельская,Буда-Кошелевский,Буда-Кошелевский район,5565.5,6,Июль
Минская,Мядельский,Мядельский район,5564,8,Сентябрь
Могилевская область,Круглянский,Круглянский район,5561.3,9,Октябрь
Гродненская область,Сморгонский,Сморгонский район,5561.1,9,Октябрь
Гомельская,Калинковичский,Калинковичский район,5560.9,3,Апрель
Минская,Борисовский,Борисовский район,5559.6,2,Март
Гомельская,Добрушский,Добрушский район,5558.4,6,Июль
Минская,Березинский,Березинский район,5558.2,4,Май
Гомельская,Всего,Гомельская область,5558.1,0,Январь
Гомельская,Калинковичский,Калинковичский район,5557.5,2,Март
Брестская,Всего,Брестская область,5556.2,2,Март
Гомельская,Светлогорский,Светлогорский район,5553.3,1,Февраль
Гомельская,Светлогорский,Светлогорский район,5553.2,0,Январь
Витебская,Чашникский,Чашникский район,5551.7,4,Май
Брестская область,Кобринский,Кобринский район,5551.1,10,Ноябрь
Могилевская,Костюковичский,Костюковичский район,5551,3,Апрель
Гомельская,Добрушский,Добрушский район,5549.5,7,Август
Минская область,Узденский,Узденский район,5549.4,10,Ноябрь
Гродненская,Новогрудский,Новогрудский район,5548.5,7,Август
Витебская область,Оршанский,Оршанский район,5548.4,10,Ноябрь
Гродненская область,Щучинский,Щучинский район,5546.7,9,Октябрь
Минская,Столбцовский,Столбцовский район,5545.6,2,Март
Гродненская область,Сморгонский,Сморгонский район,5537.7,10,Ноябрь
Гродненская область,Щучинский,Щучинский район,5537.4,11,Декабрь
Витебская область,Витебский,Витебский район,5536.8,9,Октябрь
Гомельская,Рогачевский,Рогачевский район,5536.7,5,Июнь
Брестская,Брестский,Брестский район,5534.1,2,Март
Минская,Логойский,Логойский район,5533.6,1,Февраль
Витебская,Оршанский,Оршанский район,5532.6,4,Май
Могилевская,Быховский,Быховский район,5527.2,6,Июль
Витебская область,Верхнедвинский,Верхнедвинский район,5525.6,10,Ноябрь
Брестская область,Ивацевичский,Ивацевичский район,5522.5,9,Октябрь
Витебская,Оршанский,Оршанский район,5520.4,3,Апрель
Брестская,Пружанский,Пружанский район,5518.5,2,Март
Брестская,Ляховичский,Ляховичский район,5517.3,6,Июль
Гродненская,Новогрудский,Новогрудский район,5514.3,5,Июнь
Минская,Борисовский,Борисовский район,5514.2,3,Апрель
Могилевская,Белыничский,Белыничский район,5512.5,2,Март
Гродненская,Сморгонский,Сморгонский район,5510.7,3,Апрель
Минская,Вилейский,Вилейский район,5509.1,5,Июнь
Могилевская,Кировский,Кировский район,5508.4,6,Июль
Брестская,Пинск,Пинск,5508,4,Май
Могилевская область,Костюковичский,Костюковичский район,5505.9,10,Ноябрь
Гродненская,Зельвенский,Зельвенский район,5504.5,7,Август
Витебская область,Витебский,Витебский район,5504.3,10,Ноябрь
Гомельская область,Буда-Кошелевский,Буда-Кошелевский район,5503.7,9,Октябрь
Брестская,Брестский,Брестский район,5503.5,3,Апрель
Минская,Крупский,Крупский район,5502.2,5,Июнь
Минская,Несвижский,Несвижский район,5500.4,0,Январь
Минская,Крупский,Крупский район,5494.8,4,Май
Минская,Червенский,Червенский район,5494.2,5,Июнь
Минская область,Воложинский,Воложинский район,5493.1,11,Декабрь
Витебская область,Лепельский,Лепельский район,5488.3,11,Декабрь
Гомельская,Лельчицкий,Лельчицкий район,5488,7,Август
Брестская,Ивановский,Ивановский район,5487.1,7,Август
Минская область,Червенский,Червенский район,5485.9,9,Октябрь
Могилевская,Кричевский,Кричевский район,5479.9,4,Май
Витебская,Витебский,Витебский район,5479.6,3,Апрель
Могилевская,Могилевский,Могилевский район,5479.1,0,Январь
Минская,Пуховичский,Пуховичский район,5478.6,1,Февраль
Могилевская область,Кричевский,Кричевский район,5475.6,11,Декабрь
Витебская,Лепельский,Лепельский район,5475.1,5,Июнь
Гродненская область,Лидский,Лидский район,5473.1,10,Ноябрь
Гродненская,Новогрудский,Новогрудский район,5472.5,6,Июль
Могилевская область,Круглянский,Круглянский район,5472.4,10,Ноябрь
Могилевская область,Белыничский,Белыничский район,5469.6,10,Ноябрь
Минская,Любанский,Любанский район,5469.2,7,Август
Гомельская,Брагинский,Брагинский район,5467.1,8,Сентябрь
Витебская область,Чашникский,Чашникский район,5465.2,9,Октябрь
Гродненская,Ошмянский,Ошмянский район,5464.7,3,Апрель
Гродненская,Волковысский,Волковысский район,5464.7,0,Январь
Могилевская,Кричевский,Кричевский район,5464.7,8,Сентябрь
Могилевская,Горецкий,Горецкий район,5464.3,5,Июнь
Минская,Любанский,Любанский район,5463.1,6,Июль
Витебская,Лепельский,Лепельский район,5462.9,6,Июль
Гомельская,Лельчицкий,Лельчицкий район,5461.2,5,Июнь
Могилевская,Круглянский,Круглянский район,5460.8,3,Апрель
Гродненская область,Берестовицкий,Берестовицкий район,5457.4,10,Ноябрь
Могилевская,Горецкий,Горецкий район,5456.6,7,Август
Брестская,Пружанский,Пружанский район,5452.2,3,Апрель
Гомельская область,Ветковский,Ветковский район,5449.2,9,Октябрь
Брестская,Барановичский,Барановичский район,5447.4,3,Апрель
Могилевская,Дрибинский,Дрибинский район,5447.4,5,Июнь
Витебская,Лепельский,Лепельский район,5446.2,7,Август
Брестская,Кобринский,Кобринский район,5445.5,4,Май
Минская,Клецкий,Клецкий район,5445.2,6,Июль
Гомельская,Наровлянский,Наровлянский район,5445.1,7,Август
Гомельская,Рогачевский,Рогачевский район,5444.1,7,Август
Гомельская,Чечерский,Чечерский район,5442.8,7,Август
Гомельская область,Буда-Кошелевский,Буда-Кошелевский район,5441.5,11,Декабрь
Минская,Логойский,Логойский район,5441,0,Январь
Витебская область,Лепельский,Лепельский район,5439.3,9,Октябрь
Брестская,Ивацевичский,Ивацевичский район,5439.1,4,Май
Минская,Стародорожский,Стародорожский район,5435.5,5,Июнь
Брестская,Пинск,Пинск,5432.5,2,Март
Гомельская,Чечерский,Чечерский район,5431.7,5,Июнь
Могилевская,Шкловский,Шкловский район,5430.7,2,Март
Могилевская,Горецкий,Горецкий район,5429.8,6,Июль
Брестская,Барановичи,Барановичи,5428.8,1,Февраль
Брестская,Пинск,Пинск,5428.2,3,Апрель
Могилевская область,Горецкий,Горецкий район,5424.5,9,Октябрь
Минская,Березинский,Березинский район,5421.6,8,Сентябрь
Минская область,Березинский,Березинский район район,5419,11,Декабрь
Витебская,Глубокский,Глубокский район,5418.3,5,Июнь
Минская область,Воложинский,Воложинский район,5417.1,9,Октябрь
Могилевская область,Горецкий,Горецкий район,5416.8,11,Декабрь
Гомельская,Буда-Кошелевский,Буда-Кошелевский район,5414.4,4,Май
Витебская,Верхнедвинский,Верхнедвинский район,5413.2,4,Май
Минская область,Клецкий,Клецкий район,5413,11,Декабрь
Гомельская,Буда-Кошелевский,Буда-Кошелевский район,5412.2,8,Сентябрь
Минская область,Мядельский,Мядельский район,5412,10,Ноябрь
Гродненская,Берестовицкий,Берестовицкий район,5410.5,2,Март
Могилевская,Чериковский,Чериковский район,5407.6,7,Август
Брестская область,Ивановский,Ивановский район,5407.3,11,Декабрь
Могилевская область,Кричевский,Кричевский район,5407.2,9,Октябрь
Брестская,Кобринский,Кобринский район,5405.6,3,Апрель
Брестская,Жабинковский,Жабинковский район,5404.4,2,Март
Витебская,Полоцкий,Полоцкий район,5404,1,Февраль
Могилевская,Кличевский,Кличевский район,5403,5,Июнь
Гомельская,Буда-Кошелевский,Буда-Кошелевский район,5400.1,5,Июнь
Гомельская,Наровлянский,Наровлянский район,5400,8,Сентябрь
Гродненская,Всего,Гродненская область,5398.6,1,Февраль
Минская,Червенский,Червенский район,5398.5,8,Сентябрь
Витебская,Полоцкий,Полоцкий район,5393.2,0,Январь
Минская,Стародорожский,Стародорожский район,5389.8,4,Май
Гомельская,Рогачевский,Рогачевский район,5387.2,8,Сентябрь
Гродненская,Слонимский,Слонимский район,5386.2,8,Сентябрь
Минская,Стародорожский,Стародорожский район,5385.3,8,Сентябрь
Минская область,Вилейский,Вилейский район,5383,10,Ноябрь
Минская область,Крупский,Крупский район,5382.7,11,Декабрь
Гомельская область,Рогачевский,Рогачевский район,5381.7,9,Октябрь
Гомельская,Наровлянский,Наровлянский район,5381.6,6,Июль
Гомельская,Лельчицкий,Лельчицкий район,5381.2,8,Сентябрь
Могилевская,Климовичский,Климовичский район,5380.3,7,Август
Могилевская,Кировский,Кировский район,5378,5,Июнь
Гродненская,Лидский,Лидский район,5376.3,2,Март
Витебская,Витебский,Витебский район,5376.2,2,Март
Могилевская область,Климовичский,Климовичский район,5372.5,11,Декабрь
Могилевская,Осиповичский,Осиповичский район,5371.1,2,Март
Гродненская,Сморгонский,Сморгонский район,5370.9,2,Март
Гродненская,Слонимский,Слонимский район,5370.5,6,Июль
Минская,Крупский,Крупский район,5368,8,Сентябрь
Могилевская,Дрибинский,Дрибинский район,5366.3,4,Май
Минская область,Клецкий,Клецкий район,5363.2,9,Октябрь
Гомельская,Кормянский,Кормянский район,5362.3,7,Август
Витебская,Глубокский,Глубокский район,5359.7,3,Апрель
Могилевская,Быховский,Быховский район,5358.7,5,Июнь
Могилевская,Могилевский,Могилевский район,5358,1,Февраль
Минская,Пуховичский,Пуховичский район,5354.6,0,Январь
Могилевская область,Кричевский,Кричевский район,5353.2,10,Ноябрь
Могилевская,Кричевский,Кричевский район,5352.3,3,Апрель
Витебская,Толочинский,Толочинский район,5351.3,6,Июль
Могилевская,Чериковский,Чериковский район,5350.5,5,Июнь
Витебская,Глубокский,Глубокский район,5350,8,Сентябрь
Минская область,Червенский,Червенский район,5349.2,10,Ноябрь
Могилевская,Кировский,Кировский район,5347.6,7,Август
Витебская,Толочинский,Толочинский район,5345.4,8,Сентябрь
Брестская область,Ивацевичский,Ивацевичский район,5344.7,10,Ноябрь
Могилевская,Горецкий,Горецкий район,5341.6,8,Сентябрь
Могилевская,Климовичский,Климовичский район,5341.2,5,Июнь
Могилевская,Горецкий,Горецкий район,5339.7,4,Май
Брестская область,Ляховичский,Ляховичский район,5338.9,11,Декабрь
Витебская,Поставский,Поставский район,5338.3,7,Август
Брестская,Барановичский,Барановичский район,5337.1,4,Май
Витебская,Оршанский,Оршанский район,5336.8,2,Март
Гродненская область,Слонимский,Слонимский район,5336.6,11,Декабрь
Витебская,Всего,Витебская область,5336.3,1,Февраль
Гродненская,Слонимский,Слонимский район,5336.2,5,Июнь
Брестская,Лунинецкий,Лунинецкий район,5335.9,5,Июнь
Гродненская,Всего,Гродненская область,5335.1,0,Январь
Брестская,Барановичи,Барановичи,5334.9,0,Январь
Минская,Копыльский,Копыльский район,5332.3,5,Июнь
Могилевская,Климовичский,Климовичский район,5330.2,6,Июль
Гродненская,Волковысский,Волковысский район,5328.8,1,Февраль
Брестская,Ивановский,Ивановский район,5327.3,5,Июнь
Могилевская,Бобруйский,Бобруйский район,5327.2,6,Июль
Гродненская,Лидский,Лидский район,5322.4,3,Апрель
Минская область,Стародорожский,Стародорожский район,5322.4,11,Декабрь
